Age,Minutes,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,BPM,Availability%,Salary%
23,877,0.718,13.4,5.0,1.8,2.9,16.9,12.5,-1.9,85.37,1.27
20,876,0.537,5.8,25.3,1.6,0.9,18.1,14.7,-4.0,74.39,1.75
28,872,0.568,16.2,7.4,0.9,3.3,14.1,17.6,-2.8,60.98,1.6
28,872,0.578,8.3,16.8,1.2,0.9,11.0,23.8,0.1,30.49,24.19
32,871,0.573,9.0,9.5,0.9,3.0,14.4,9.6,-1.3,52.44,6.56
34,862,0.598,4.6,9.5,2.1,0.9,6.7,10.6,-1.6,70.73,1.12
23,856,0.611,12.4,14.6,1.3,2.0,15.1,21.1,-0.5,76.83,1.3
20,856,0.578,11.9,5.0,1.6,3.1,9.7,13.7,-1.6,48.78,4.16
32,836,0.716,14.0,12.4,1.5,2.1,18.1,9.1,-0.3,76.83,2.38
34,637,0.559,9.4,5.7,1.0,1.6,7.9,16.3,-3.4,45.12,10.29
21,815,0.582,6.1,4.8,0.9,0.5,6.9,12.5,-1.9,71.95,1.51
22,814,0.524,6.2,7.5,1.9,0.2,5.9,13.2,-3.4,69.51,1.71
22,806,0.54,8.7,11.1,1.8,1.4,11.4,21.1,-2.5,42.68,1.97
31,718,0.56,14.5,10.1,0.7,4.4,21.4,10.6,-3.2,36.59,0.46
21,781,0.519,10.5,5.1,0.7,3.2,7.3,11.7,-4.5,76.83,1.3
22,771,0.689,17.5,8.3,2.1,6.3,12.3,17.2,1.7,71.95,1.81
25,768,0.554,19.2,3.1,2.4,4.3,13.8,10.2,0.0,37.8,9.5
28,763,0.584,12.1,11.8,1.3,4.0,11.7,14.8,-0.1,68.29,5.36
28,753,0.46,8.1,19.1,2.1,2.2,16.1,16.1,-3.5,34.15,5.37
23,715,0.569,9.9,9.6,1.4,1.4,13.8,13.2,-4.0,70.73,1.16
23,715,0.569,9.9,9.6,1.4,1.4,13.8,13.2,-4.0,70.73,1.16
35,741,0.435,5.8,26.4,1.1,0.5,22.7,12.3,-6.8,52.44,1.43
25,740,0.575,17.8,7.6,1.5,7.4,15.1,15.1,-1.0,69.51,1.21
19,729,0.511,5.5,12.0,0.7,0.9,11.7,20.3,-5.9,62.2,1.75
26,726,0.556,4.6,10.2,1.6,1.1,9.3,18.8,-4.0,56.1,6.79
26,719,0.512,8.3,7.8,1.9,1.0,10.4,14.9,-3.4,71.95,2.69
25,529,0.573,12.1,12.2,1.8,2.0,14.8,22.3,-2.0,41.46,1.84
22,711,0.561,8.9,43.1,2.8,0.5,15.0,34.3,3.3,26.83,7.74
31,705,0.625,16.1,4.5,1.0,3.0,9.8,17.3,-1.7,60.98,7.21
25,682,0.615,15.4,9.3,1.8,3.7,16.1,16.7,-2.3,54.88,1.62
21,681,0.512,9.3,15.6,2.0,2.7,15.4,13.4,-2.3,71.95,2.02
31,680,0.621,9.0,9.4,2.8,2.4,12.3,13.6,0.9,53.66,4.16
33,674,0.621,19.6,10.8,1.0,2.3,15.5,15.1,-0.8,56.1,2.48
31,583,0.57,4.9,6.5,1.9,1.4,7.3,17.7,-2.3,34.15,12.08
28,597,0.525,9.6,7.4,1.8,3.0,7.3,13.0,-1.2,47.56,1.22
23,664,0.537,10.8,9.3,0.8,0.5,8.7,14.3,-2.9,52.44,0.55
23,649,0.564,9.4,26.5,1.6,2.1,15.1,20.2,0.5,62.2,0.9
19,633,0.451,8.1,13.5,0.9,0.4,15.3,13.6,-6.7,47.56,0.68
25,630,0.53,13.7,8.7,1.5,1.1,9.5,14.5,-1.8,67.07,1.16
27,626,0.638,6.5,23.7,2.8,1.0,11.1,12.1,4.2,68.29,1.39
24,614,0.617,5.7,6.4,0.7,0.6,5.5,15.2,-2.1,68.29,0.96
21,613,0.462,6.3,6.6,1.4,1.3,7.3,12.2,-6.6,60.98,3.35
23,608,0.592,8.9,6.7,1.0,1.0,13.2,14.6,-3.2,58.54,1.39
29,605,0.552,4.8,22.7,3.3,0.8,19.2,22.9,-2.4,24.39,11.58
25,585,0.702,14.1,5.4,0.7,3.0,19.6,6.0,-1.8,54.88,1.17
20,584,0.511,9.6,13.0,1.1,0.9,16.6,20.3,-5.5,39.02,1.83
24,581,0.578,13.2,7.7,2.9,0.7,17.7,11.7,-1.6,35.37,2.77
31,541,0.482,5.6,11.7,2.2,1.1,8.5,18.6,-3.8,35.37,13.54
23,576,0.528,12.1,7.0,1.3,5.6,13.3,15.4,-3.7,70.73,2.38
22,572,0.596,10.8,10.8,1.3,0.9,21.1,10.0,-3.6,69.51,0.6
24,560,0.57,7.5,5.9,1.1,1.1,10.1,16.6,-4.6,37.8,1.33
32,549,0.563,17.8,12.7,1.1,2.3,16.9,13.8,-1.4,59.76,1.21
21,545,0.482,6.2,11.3,1.5,1.1,8.9,20.7,-6.0,60.98,1.34
25,545,0.565,21.0,7.7,0.7,2.9,15.9,17.9,-3.0,58.54,2.09
23,540,0.49,5.7,24.5,2.4,0.7,14.4,24.8,-3.6,45.12,1.15
26,538,0.412,8.1,9.1,1.7,1.0,12.8,18.7,-9.0,60.98,2.77
28,511,0.569,10.5,5.1,1.9,1.3,5.7,17.5,-0.9,51.22,4.13
30,509,0.575,6.3,7.2,1.5,0.9,13.2,12.2,-4.0,41.46,2.59
22,508,0.675,20.4,6.8,1.6,3.7,8.7,17.1,0.8,23.17,2.78
26,2040,0.574,6.6,14.1,1.6,2.0,8.5,19.2,1.0,68.29,11.42
26,923,0.607,7.4,12.9,1.4,1.5,7.8,30.3,3.3,32.93,12.6
21,2842,0.564,9.0,19.3,2.1,1.8,13.0,29.9,1.0,96.34,7.36
27,2768,0.607,7.1,18.7,1.2,0.6,11.0,28.3,1.9,93.9,24.41
32,2746,0.594,18.6,14.6,1.1,2.0,10.2,21.9,2.7,100.0,14.48
28,2737,0.581,15.4,18.5,0.9,0.7,11.5,29.5,3.7,93.9,15.95
26,2736,0.668,20.3,30.4,1.1,1.2,16.9,21.3,5.8,96.34,15.13
24,2732,0.607,13.0,20.9,1.4,1.6,10.4,32.7,5.5,90.24,16.99
29,1808,0.599,5.2,23.8,1.1,0.8,10.3,21.9,0.9,64.63,11.0
29,917,0.523,6.6,36.5,1.5,0.7,11.8,22.5,0.2,31.71,12.22
21,2715,0.591,15.4,12.4,1.1,4.0,11.9,20.2,1.7,96.34,5.58
26,2693,0.54,7.9,24.0,2.0,0.6,10.2,24.4,1.0,90.24,11.39
33,2682,0.592,7.2,22.3,1.5,1.3,9.1,27.8,2.0,90.24,17.96
21,2678,0.524,10.8,20.0,1.5,2.2,12.0,20.3,0.4,93.9,5.06
30,2662,0.632,7.9,6.3,1.0,0.3,8.1,17.1,-1.0,100.0,13.16
28,2652,0.565,11.9,24.9,1.2,1.3,10.0,27.2,3.1,86.59,23.48
31,2649,0.541,7.0,25.1,1.3,1.4,11.2,26.4,0.8,91.46,22.47
21,2609,0.589,7.1,17.2,1.4,0.6,11.7,23.5,-0.1,97.56,4.17
20,2602,0.538,6.0,17.3,1.1,0.7,11.3,28.1,-2.1,92.68,6.86
25,2598,0.592,15.5,15.9,1.7,2.4,12.7,25.2,1.5,91.46,20.05
24,2541,0.573,4.7,42.5,1.5,0.3,15.2,32.6,3.3,89.02,24.76
28,2535,0.54,6.3,28.1,2.4,1.5,10.2,23.2,2.5,84.15,14.07
30,2482,0.614,8.9,13.3,1.8,0.9,11.3,20.8,1.9,97.56,16.85
22,2475,0.531,8.2,12.4,0.6,0.6,10.8,26.2,-3.1,89.02,7.32
23,2458,0.573,5.0,22.5,1.2,0.8,14.7,29.2,-1.9,100.0,2.03
27,1704,0.586,14.1,16.0,1.5,0.5,16.0,12.6,-0.2,62.2,8.94
27,750,0.703,12.9,16.2,2.2,1.5,17.3,12.6,3.4,30.49,8.7
19,2451,0.514,12.7,5.9,0.9,3.0,9.6,18.4,-3.7,96.34,6.46
22,2448,0.65,6.5,6.4,1.8,1.7,6.5,16.6,1.8,96.34,2.16
23,2447,0.587,4.5,34.1,1.7,0.3,13.5,26.9,2.4,84.15,5.87
30,2436,0.602,10.3,11.4,1.4,1.5,9.0,18.2,0.7,90.24,25.01
25,2435,0.599,7.2,29.6,1.6,0.8,10.6,30.1,2.5,89.02,21.77
26,2432,0.614,7.0,21.4,2.0,1.0,10.3,32.1,6.3,82.93,20.34
20,2430,0.529,11.6,17.2,1.2,1.5,12.8,27.5,-1.5,87.8,8.77
22,2416,0.611,7.1,8.4,1.5,2.7,12.6,15.8,-1.2,96.34,1.48
24,2416,0.626,7.3,25.7,2.2,2.5,10.1,32.8,7.3,82.93,20.77
29,2409,0.538,9.0,15.3,1.3,1.7,15.5,13.6,-1.1,92.68,5.77
26,2405,0.581,10.4,16.5,1.5,0.9,11.4,31.4,1.3,81.71,16.67
23,2391,0.609,13.8,42.3,1.9,1.2,11.9,37.6,8.9,80.49,20.93
25,2386,0.586,7.9,8.0,2.7,2.0,12.1,19.5,0.4,81.71,11.5
22,2382,0.597,8.9,5.5,1.2,1.5,6.8,15.8,-0.6,97.56,5.74
29,2381,0.598,5.0,9.8,2.3,1.3,11.1,14.1,-1.0,92.68,8.63
24,2380,0.542,8.0,11.0,1.3,2.9,9.4,20.6,-1.3,89.02,4.61
26,2379,0.597,5.6,28.7,1.3,0.6,9.4,27.2,3.9,82.93,18.61
34,2373,0.63,11.4,6.1,0.7,6.7,9.8,19.3,2.1,95.12,7.6
20,2367,0.533,13.6,29.9,1.1,1.2,15.1,24.6,1.2,92.68,4.22
31,2364,0.577,7.0,6.2,1.1,0.5,6.9,10.0,-2.6,95.12,5.65
23,2344,0.578,7.9,17.4,1.7,0.6,8.7,20.9,1.7,98.78,1.55
23,2337,0.566,9.0,19.9,1.1,0.7,11.7,25.6,0.6,81.71,3.78
21,2323,0.576,8.0,5.8,1.5,2.9,12.3,15.7,-1.3,100.0,5.12
27,2323,0.701,20.2,46.6,1.8,1.8,17.0,27.2,13.0,84.15,20.36
28,2319,0.604,6.9,19.4,1.1,2.8,10.1,17.7,2.4,100.0,9.6
20,2304,0.528,6.9,26.2,1.3,0.7,17.2,25.4,-3.3,90.24,5.62
26,1778,0.604,5.2,27.0,1.6,1.0,15.5,22.8,1.2,65.85,21.52
26,526,0.61,5.1,28.8,0.9,1.3,13.9,22.6,2.4,20.73,18.52
32,2297,0.592,12.6,27.8,1.5,2.3,28.1,13.2,0.8,89.02,13.41
22,2292,0.635,10.8,8.1,0.9,1.3,10.0,16.4,-0.7,100.0,1.3
28,2284,0.655,17.3,22.9,1.4,4.6,11.9,37.0,9.2,80.49,22.34
26,2280,0.571,8.3,15.7,1.9,2.0,13.2,17.8,-0.5,97.56,3.99
32,2279,0.576,6.9,11.0,1.0,1.1,8.6,26.4,-0.3,84.15,21.1
21,2276,0.601,7.9,15.4,2.1,1.4,12.3,18.4,0.3,91.46,2.92
25,2273,0.64,13.6,8.6,0.9,1.4,8.8,26.6,3.8,80.49,11.08
26,2272,0.557,6.7,11.2,0.9,0.5,7.8,17.6,-1.7,97.56,1.2
23,2272,0.513,8.1,9.2,1.6,0.9,8.5,19.8,-3.0,90.24,10.26
23,2271,0.691,17.4,9.3,1.4,7.1,12.1,15.4,3.1,92.68,5.86
28,2246,0.606,7.2,10.3,1.1,2.1,9.8,22.8,-0.2,76.83,14.45
30,1478,0.604,7.8,24.1,1.4,1.9,9.2,29.7,3.8,48.78,24.39
30,763,0.634,7.6,27.8,1.6,1.4,8.0,27.4,4.9,24.39,21.96
27,2239,0.544,11.5,16.5,0.8,1.1,13.2,27.9,-1.7,78.05,8.55
28,2237,0.546,7.4,18.0,1.6,1.0,12.4,18.7,-0.2,90.24,12.37
20,2222,0.566,7.9,7.6,1.0,0.5,11.7,24.6,-3.7,95.12,5.24
28,2221,0.517,6.2,22.7,1.6,0.6,9.4,26.9,-0.6,76.83,17.07
24,2220,0.67,17.7,7.5,1.2,3.5,11.4,16.4,2.4,82.93,13.16
27,2214,0.494,5.8,11.7,1.4,0.7,8.9,21.8,-3.9,89.02,8.97
24,2203,0.617,6.5,14.1,1.7,1.0,9.5,19.9,1.0,91.46,10.41
32,2183,0.586,8.1,34.4,1.7,0.9,15.2,25.0,3.1,81.71,18.76
20,2171,0.599,17.1,21.0,1.6,3.2,17.3,21.4,1.4,91.46,2.45
23,2171,0.581,4.3,18.6,0.9,0.6,10.2,25.1,-1.1,75.61,15.39
25,2170,0.661,19.5,5.1,0.7,4.0,15.9,14.8,-0.9,92.68,5.25
21,2154,0.455,5.7,32.3,2.3,1.1,16.7,20.5,-3.8,92.68,4.52
30,2152,0.554,6.8,9.0,1.1,0.5,6.1,20.6,-1.8,86.59,11.06
24,2150,0.566,8.6,12.9,2.9,1.8,12.9,16.4,0.9,93.9,5.48
30,2148,0.675,21.2,5.6,1.2,3.9,14.9,16.3,0.7,85.37,26.18
33,2138,0.647,10.3,27.1,2.7,1.0,8.2,25.6,8.7,78.05,24.87
33,2135,0.607,9.8,43.3,1.6,1.4,16.3,25.0,5.4,70.73,21.93
25,2133,0.571,6.9,27.5,1.5,0.7,11.3,26.1,1.3,79.27,19.5
25,2130,0.593,11.9,5.3,0.9,2.9,9.1,17.1,-1.3,86.59,15.68
23,1500,0.552,8.9,8.5,1.6,0.7,7.2,21.3,-0.7,63.41,2.29
23,629,0.599,10.4,7.2,1.5,0.1,6.5,17.4,0.5,30.49,1.97
25,2126,0.563,7.3,6.0,0.8,0.7,8.2,19.7,-3.3,81.71,6.56
34,1491,0.496,11.5,38.5,1.7,1.3,18.1,28.8,-0.1,63.41,27.79
34,635,0.562,9.0,38.9,1.8,1.4,19.4,25.2,0.8,25.61,24.41
22,2121,0.619,5.9,9.7,1.1,1.2,9.7,14.4,-0.1,86.59,1.53
27,2120,0.627,14.3,12.9,1.3,4.0,10.2,27.4,4.3,79.27,22.26
24,2118,0.56,4.6,7.4,2.4,0.6,5.1,21.7,0.2,80.49,11.44
32,2107,0.645,7.6,35.0,1.2,0.8,11.7,33.8,7.1,70.73,29.31
23,2098,0.567,5.9,13.2,1.4,1.2,14.0,14.9,-2.5,97.56,1.03
23,2093,0.657,5.5,5.7,0.7,0.4,8.1,14.1,-1.5,90.24,2.34
26,1472,0.535,7.2,9.0,1.4,0.5,8.0,21.2,-1.6,67.07,10.46
26,621,0.521,7.4,7.0,1.6,0.1,9.8,20.9,-2.9,31.71,9.18
27,2077,0.571,9.7,8.2,1.7,1.5,11.5,14.4,-1.2,86.59,4.28
23,2073,0.528,5.3,22.4,1.6,0.5,15.8,16.1,-3.2,91.46,1.79
23,2063,0.551,8.4,13.7,1.1,0.4,9.6,27.9,-1.8,76.83,3.7
27,2055,0.617,12.5,14.2,1.3,2.2,9.8,21.1,2.1,82.93,12.13
32,1597,0.673,18.1,18.7,1.0,1.9,14.6,15.7,2.4,68.29,7.21
24,2045,0.605,9.7,8.4,1.0,1.3,13.4,13.1,-1.1,96.34,2.41
24,2035,0.617,18.1,9.2,0.9,2.3,11.0,22.9,0.9,81.71,17.56
35,1276,0.552,4.5,34.0,1.6,0.7,15.1,16.1,0.2,52.44,15.25
35,753,0.631,5.6,21.5,1.8,0.5,9.8,16.8,2.0,29.27,15.56
28,2024,0.605,19.1,33.2,1.2,2.1,13.2,38.8,8.5,76.83,23.23
22,2024,0.565,8.5,25.7,2.0,0.8,15.8,24.3,0.6,71.95,2.34
22,2020,0.535,13.4,13.9,1.6,1.2,15.9,16.7,-2.3,92.68,3.23
22,2016,0.605,5.2,16.9,1.2,0.4,7.4,24.1,0.6,73.17,1.81
29,1288,0.557,8.5,6.3,1.5,1.4,9.9,12.8,-1.1,48.78,7.3
29,721,0.466,10.0,7.4,1.2,1.9,11.5,13.9,-3.7,31.71,8.11
30,1988,0.558,6.7,20.9,0.8,0.6,14.0,27.8,-1.4,74.39,8.97
29,1986,0.545,4.4,20.1,1.2,0.4,12.8,18.6,-2.9,80.49,1.56
23,1984,0.534,6.7,31.5,2.1,0.4,11.8,19.3,-1.0,82.93,1.71
27,1972,0.612,6.3,10.9,1.5,0.6,10.5,14.6,0.1,87.8,4.88
30,1968,0.61,23.1,11.1,0.5,2.5,14.8,23.4,-0.4,96.34,9.91
34,1418,0.572,3.8,13.8,1.0,1.2,13.4,18.1,-2.6,57.32,14.22
34,547,0.629,3.8,12.2,1.2,1.3,9.9,17.0,0.0,26.83,10.14
26,1958,0.639,21.4,13.8,1.3,2.2,9.1,10.6,2.1,100.0,4.16
29,1957,0.583,10.5,22.6,1.9,2.8,15.7,14.4,2.5,84.15,6.02
28,1957,0.538,5.3,26.4,2.3,1.0,17.9,17.8,-1.0,74.39,9.63
38,1954,0.583,12.5,33.5,1.2,1.4,11.6,33.3,6.1,67.07,26.26
24,1951,0.567,7.8,11.1,2.6,2.1,13.3,14.5,-0.3,80.49,1.2
32,1948,0.566,12.1,7.9,1.3,2.9,12.3,13.0,-0.6,96.34,2.91
23,1948,0.557,9.7,41.1,1.6,0.7,12.6,34.9,5.7,74.39,9.53
31,1942,0.643,11.7,17.6,1.5,1.6,20.3,17.8,0.4,82.93,8.61
34,1941,0.656,9.7,30.0,1.3,0.9,12.5,31.0,7.5,68.29,24.99
26,1940,0.546,5.5,28.8,2.0,0.3,8.9,17.7,1.6,97.56,11.8
32,1939,0.588,9.9,24.2,2.1,0.9,13.4,29.5,2.8,68.29,22.03
36,1922,0.631,11.1,13.2,0.8,2.7,7.0,11.9,3.3,76.83,14.83
37,1920,0.566,9.1,3.9,1.0,0.7,15.8,6.5,-3.0,91.46,6.97
25,1494,0.551,9.6,10.5,2.1,1.7,12.9,17.5,-2.0,68.29,1.53
27,1199,0.625,18.9,17.0,1.4,3.6,17.8,18.6,0.9,56.1,8.99
27,707,0.652,19.0,12.1,2.1,4.7,10.0,17.5,3.6,31.71,6.22
29,1904,0.627,19.7,13.0,1.5,5.1,9.5,28.4,6.3,68.29,22.42
26,1894,0.593,9.4,17.3,2.4,0.5,16.4,15.1,0.7,87.8,2.34
33,1893,0.627,6.5,13.6,0.9,0.4,11.7,25.9,0.8,71.95,15.14
37,1889,0.555,7.4,38.7,2.4,1.0,13.4,19.2,3.2,71.95,16.13
22,1883,0.624,6.0,47.6,2.3,1.1,13.2,23.8,7.2,68.29,3.35
23,1254,0.607,17.6,15.3,2.0,1.0,16.0,14.1,1.5,63.41,2.94
23,625,0.598,14.8,8.8,2.3,0.8,15.7,12.5,0.2,31.71,2.58
26,1872,0.619,8.3,14.0,1.1,1.0,12.2,15.3,-0.2,98.78,1.0
23,1860,0.561,8.9,6.6,1.5,0.7,9.2,12.1,-1.0,92.68,1.16
22,1849,0.678,17.0,5.8,1.4,4.9,12.2,15.1,0.8,97.56,4.27
24,1843,0.687,5.6,15.7,0.8,0.9,14.0,16.2,0.7,78.05,0.92
24,1841,0.606,8.4,20.8,1.4,1.1,10.9,26.1,3.5,70.73,1.68
26,1835,0.601,7.2,27.3,1.4,0.9,10.6,31.8,4.2,64.63,19.22
33,1825,0.534,7.9,8.9,1.1,1.0,7.6,17.6,-1.9,79.27,8.49
26,1825,0.651,14.2,7.5,0.9,6.6,10.8,22.0,2.1,75.61,27.92
27,1818,0.575,19.3,8.7,0.8,0.7,8.6,21.7,0.7,85.37,5.93
23,1816,0.566,8.5,7.4,1.4,1.6,10.3,16.8,-3.0,89.02,3.03
34,1211,0.548,6.2,12.1,1.6,1.7,13.8,10.6,-1.8,54.88,8.15
34,605,0.506,10.0,15.7,1.9,2.6,12.5,10.5,-0.2,26.83,9.08
27,1810,0.56,5.8,14.5,1.7,1.3,11.8,15.3,-0.6,98.78,3.29
24,1798,0.621,10.9,5.3,1.0,1.4,7.3,22.7,0.2,75.61,19.04
25,1792,0.539,8.8,14.4,1.5,0.7,13.0,17.8,-1.9,93.9,1.2
23,1787,0.613,12.6,5.0,1.7,9.6,10.1,24.7,2.8,76.83,22.77
19,1779,0.568,7.6,7.9,1.0,1.2,10.7,19.0,-3.3,97.56,4.15
24,1778,0.564,7.4,29.8,2.4,1.4,15.8,21.3,0.5,73.17,13.08
21,1767,0.525,15.4,7.4,2.6,2.6,12.2,19.3,-1.7,100.0,2.44
26,1759,0.533,4.8,13.9,1.8,0.3,13.3,17.5,-3.4,82.93,1.2
31,1748,0.623,10.8,19.6,2.0,1.4,8.1,27.0,6.1,63.41,22.03
30,1744,0.615,8.8,21.5,1.3,0.9,10.8,22.8,2.8,81.71,12.65
27,1738,0.624,16.4,11.7,0.9,3.7,11.9,26.4,1.7,81.71,8.08
22,1730,0.572,6.9,16.3,1.5,0.3,10.6,17.9,-0.8,90.24,4.88
28,1730,0.656,22.7,4.7,1.2,3.9,8.3,15.7,2.2,79.27,12.15
24,1719,0.587,6.7,25.0,1.4,1.0,14.1,25.8,0.3,93.9,6.79
36,1718,0.565,7.7,23.4,1.7,1.2,15.9,16.7,0.2,67.07,18.71
34,1709,0.594,9.8,9.4,1.5,2.3,11.1,11.5,0.5,95.12,10.21
21,1703,0.702,19.7,5.7,0.7,8.6,10.7,13.3,2.9,90.24,1.81
27,1695,0.579,6.9,26.4,1.2,0.6,9.9,15.6,0.5,75.61,6.0
23,1690,0.621,16.6,12.0,0.9,1.9,13.2,20.5,1.0,69.51,11.22
22,1682,0.591,11.7,7.6,1.3,2.6,9.3,16.0,0.5,93.9,1.65
29,1673,0.593,6.5,26.6,1.3,1.7,12.9,29.2,1.8,60.98,28.47
34,1403,0.673,10.5,25.9,1.1,3.5,13.7,31.5,7.0,47.56,27.65
19,1670,0.655,19.7,6.8,1.3,3.1,16.5,14.3,-0.8,81.71,3.19
32,1338,0.523,4.9,19.8,1.4,0.3,15.1,20.8,-3.7,63.41,5.94
22,1652,0.614,6.7,7.0,1.7,1.7,9.5,11.9,-0.3,92.68,4.63
24,1626,0.567,18.1,8.3,1.6,3.7,15.6,11.2,-0.3,100.0,5.94
24,1604,0.739,15.0,7.5,1.0,5.2,15.1,15.2,1.0,95.12,1.27
24,1591,0.652,19.2,4.5,1.7,6.5,10.9,10.1,2.4,71.95,11.44
25,1584,0.666,15.2,9.2,1.2,5.7,14.7,12.5,0.1,95.12,1.36
32,1577,0.563,7.3,19.3,1.3,0.7,13.2,20.0,-1.4,60.98,23.89
28,1575,0.588,7.1,15.4,3.0,2.8,19.5,11.1,1.1,81.71,5.94
26,1567,0.575,7.2,22.3,0.8,0.8,14.5,18.5,-2.0,92.68,1.33
29,1567,0.612,6.3,11.0,1.6,1.0,10.8,26.0,0.3,73.17,8.69
22,1552,0.57,10.5,22.9,1.2,1.9,11.7,21.5,1.3,73.17,2.87
19,1550,0.524,6.4,11.4,1.0,0.4,10.6,19.1,-5.2,80.49,2.8
27,1548,0.579,6.7,10.6,1.1,0.7,8.3,18.2,-0.7,93.9,4.89
27,1548,0.534,8.6,5.6,2.1,1.0,6.6,26.5,-1.1,58.54,10.01
22,1539,0.645,6.9,9.7,1.4,0.3,14.5,14.6,-2.4,73.17,1.75
25,1538,0.582,9.1,28.1,1.0,1.2,13.4,30.8,1.7,54.88,21.33
29,997,0.556,6.5,19.3,1.9,0.9,12.7,20.5,-1.1,51.22,11.67
29,533,0.55,6.0,9.2,2.6,1.6,12.8,14.5,-1.3,28.05,8.22
31,1527,0.621,6.0,9.1,1.1,0.7,8.3,14.3,-1.1,90.24,11.68
30,1526,0.59,8.5,37.9,2.5,0.6,20.6,19.1,0.5,91.46,6.44
30,1523,0.59,15.7,2.7,1.5,4.1,6.4,18.0,-0.1,92.68,8.4
29,1512,0.61,7.2,7.3,1.0,0.9,9.4,17.0,-1.4,95.12,2.3
30,1508,0.586,6.0,13.4,1.4,1.0,9.2,19.8,0.5,65.85,12.01
30,1506,0.607,8.3,8.9,1.0,0.4,13.5,16.3,-1.7,90.24,1.21
23,1505,0.603,15.2,6.9,1.0,5.5,17.6,18.2,-0.9,85.37,1.74
26,1494,0.542,11.0,8.2,2.4,1.5,9.9,10.4,0.5,87.8,1.81
24,728,0.558,9.8,7.3,0.7,1.4,9.3,23.0,-2.6,36.59,4.12
24,738,0.553,11.2,4.4,0.5,1.6,5.6,17.4,-1.9,40.24,3.7
31,1458,0.738,12.5,6.9,1.6,1.6,15.9,12.6,-1.2,92.68,6.25
19,1458,0.509,11.0,13.6,1.4,1.3,13.9,19.8,-4.0,68.29,4.84
27,1452,0.609,9.3,9.8,1.5,1.1,9.5,16.7,-0.6,81.71,1.8
24,1447,0.545,4.1,16.5,1.5,0.9,13.1,14.1,-2.8,97.56,3.47
30,1443,0.531,10.2,6.9,1.2,0.6,7.0,13.8,-1.0,74.39,3.13
25,1441,0.599,15.2,18.0,1.2,2.8,17.4,21.2,-0.2,76.83,7.03
21,1414,0.56,15.8,7.3,0.7,2.1,11.8,17.3,-2.1,60.98,2.66
19,1401,0.577,6.0,7.0,1.4,0.7,7.1,17.9,-0.8,87.8,2.36
23,1395,0.626,6.7,8.7,1.6,0.5,6.6,17.7,0.9,89.02,1.23
20,1394,0.597,9.1,12.7,1.4,2.0,14.6,19.6,-1.7,81.71,2.98
28,1391,0.589,19.5,16.4,1.5,2.8,16.8,22.1,0.1,63.41,10.78
25,1390,0.475,6.4,26.1,2.6,1.6,14.1,17.6,-2.2,65.85,1.69
30,1381,0.649,14.5,11.7,2.0,2.6,11.0,11.9,2.0,79.27,6.52
24,1350,0.531,10.3,10.3,2.0,2.3,11.2,17.7,-0.2,87.8,1.12
27,811,0.545,5.0,18.7,1.8,1.2,9.5,15.0,0.2,64.63,7.79
27,527,0.559,5.2,20.4,1.3,0.9,10.1,20.2,-0.4,24.39,11.05
31,944,0.543,5.1,8.1,1.3,0.8,10.7,15.7,-3.1,51.22,9.12
26,725,0.623,6.4,7.1,1.3,0.5,12.0,15.0,-1.4,42.68,7.13
26,590,0.758,6.7,12.1,1.0,0.2,8.2,13.7,2.9,29.27,10.81
31,1314,0.59,5.8,9.8,0.5,0.4,9.5,19.2,-3.2,78.05,13.15
22,1313,0.508,8.6,27.4,1.5,1.9,15.5,25.9,-1.6,79.27,6.9
24,1310,0.525,6.1,19.9,2.5,0.7,13.4,19.8,-1.2,74.39,1.05
24,1297,0.607,8.7,8.3,1.4,1.1,12.2,14.5,-2.1,85.37,1.05
24,1297,0.57,4.5,7.0,1.1,1.1,7.4,20.2,-1.4,68.29,3.82
25,1290,0.634,8.6,7.6,1.1,1.4,6.9,14.7,1.0,97.56,0.92
22,1279,0.565,17.1,7.6,0.8,4.0,11.2,21.0,-2.1,82.93,3.72
21,1268,0.541,9.7,38.7,1.7,0.8,14.3,30.0,2.4,43.9,6.85
21,1258,0.519,8.1,6.1,1.1,1.4,11.3,16.7,-3.9,85.37,2.04
23,1252,0.527,7.6,15.9,1.6,0.3,8.9,25.0,-2.5,79.27,1.32
23,1251,0.617,14.9,9.6,1.6,3.7,12.7,24.8,1.0,82.93,1.32
27,1247,0.607,13.7,7.0,1.0,2.2,12.2,18.1,-1.0,90.24,1.88
21,1246,0.528,7.3,18.0,2.6,2.1,15.9,20.3,-1.0,64.63,5.49
34,821,0.555,20.1,12.8,0.4,0.8,13.1,19.6,1.4,50.0,20.11
31,1227,0.558,4.8,25.4,1.3,0.6,12.8,15.2,-1.5,75.61,3.99
30,1221,0.581,8.2,20.9,3.7,1.2,12.2,12.9,3.4,60.98,5.13
25,1217,0.676,18.2,4.5,0.4,5.1,13.0,15.6,-1.3,79.27,1.42
32,1211,0.593,4.6,11.9,1.5,0.5,9.7,19.2,-2.1,74.39,5.32
22,1209,0.561,5.4,7.5,0.6,1.0,9.0,15.8,-3.0,71.95,2.63
28,1206,0.585,11.6,11.7,1.8,1.1,8.1,13.7,0.5,64.63,1.34
25,591,0.536,6.3,5.1,3.8,2.2,6.2,9.8,0.1,59.76,2.91
25,609,0.566,7.3,6.6,3.0,2.6,10.0,11.4,-1.2,26.83,3.02
